lat,long,cell_id,Lbar_g,sigma2_g,sigma_g,pcold_g,pwarm_g
40.7368421052632,135,244,283.2561501118932,0.45378540616210644,0.6736359596711762,0.15328054298642535,0.15285633484162897
40.7368421052632,137.5,245,283.39334268699406,0.4704884759277938,0.6859216252078614,0.16119909502262444,0.1546945701357466
40.7368421052632,140,246,283.24558670416496,0.5085817736851782,0.7131491945485028,0.17392533936651583,0.16699660633484162
40.7368421052632,142.5,247,283.8555236042535,0.8052905396792813,0.8973798190728837,0.22313348416289594,0.22101244343891402
42.6315789473684,97.5,248,278.617339582285,0.6592152253462258,0.8119207013903672,0.19640837104072398,0.197539592760181
42.6315789473684,100,249,277.7024987241981,0.8085367326239237,0.8991867062095189,0.22596153846153846,0.2266685520361991
42.6315789473684,102.5,250,277.644618528461,0.7752503243072295,0.8804830062569234,0.21054864253393665,0.22157805429864252
42.6315789473684,105,251,278.2211549591335,0.6277609197567683,0.7923136498614474,0.18453054298642535,0.18552036199095023
42.6315789473684,107.5,252,277.7413455179554,0.5481093321526622,0.74034406336018,0.17010746606334842,0.1699660633484163
42.6315789473684,110,253,277.3294827127169,0.5692332845866669,0.7544755029732025,0.17816742081447964,0.17590497737556562
42.6315789473684,112.5,254,275.85716135397575,0.6295593521403566,0.7934477627042353,0.19145927601809956,0.1932975113122172
42.6315789473684,115,255,274.53135117146763,0.621150595059925,0.7881310773341735,0.18622737556561086,0.19555995475113122
42.6315789473684,117.5,256,275.1111144224803,0.5406317744368634,0.7352766652334776,0.1705316742081448,0.17335972850678733
42.6315789473684,120,257,277.99819531861476,0.5487211647680607,0.7407571564069163,0.17618778280542988,0.17562217194570134
42.6315789473684,122.5,258,277.9934506612306,0.5580990973375372,0.7470603036820637,0.17647058823529413,0.17986425339366516
42.6315789473684,125,259,277.59244992776155,0.5511923999523277,0.7424233293427193,0.17717760180995476,0.17830882352941177
42.6315789473684,127.5,260,276.5584989435533,0.5637522989905711,0.7508344018427573,0.17929864253393665,0.18255090497737556
42.6315789473684,130,261,277.85518458903647,0.4967441401107705,0.7048007804413744,0.16487556561085973,0.1658653846153846
42.6315789473684,132.5,262,279.77639648475616,0.5009757823305021,0.7077964271812215,0.16657239819004524,0.16515837104072398
42.6315789473684,135,263,280.80616376806347,0.522969928276693,0.7231665978712603,0.1768947963800905,0.17067307692307693
42.6315789473684,137.5,264,281.0133591884941,0.5480939160692407,0.7403336518551894,0.18580316742081449,0.17590497737556562
42.6315789473684,140,265,281.20217802981267,0.6122635650115819,0.7824727247716574,0.20277149321266968,0.18990384615384615
42.6315789473684,142.5,266,280.97176723099045,0.7660160908755179,0.8752234519684204,0.22497171945701358,0.22186085972850678
